Salmonella enterica subsp. enterica serovar Duisberg	1967598
Salmonella enterica subsp. enterica serovar Decateur	1967597
Salmonella enterica subsp. enterica serovar Brisbane	1967596
"Salmonella enterica subsp. enterica serovar 6,7:c:1,5"	1967595
"Salmonella enterica subsp. enterica serovar 6,7,14:g,m[p],s:[1,2,7]"	1967594
"Salmonella enterica subsp. enterica serovar 1,9,12:-:-"	1967593
Salmonella enterica subsp. diarizonae serovar 65:(k):z	1967592
"Salmonella enterica subsp. diarizonae serovar 61:l,v:1,5,7"	1967591
Salmonella enterica subsp. diarizonae serovar 60:r:z	1967590
"Salmonella enterica subsp. diarizonae serovar 48:z10:e,n,x,z15"	1967589
"Salmonella enterica subsp. arizonae serovar 48:z4,z24:-"	1967584
"Salmonella enterica subsp. arizonae serovar 48:z4,z23,z32:-"	1967583
"Salmonella enterica subsp. arizonae serovar 48:g,z51:-"	1967582
"Salmonella enterica subsp. arizonae serovar 18:z4,z32:-"	1967581
"Salmonella enterica subsp. salamae serovar 1,9,12:g,mst:1.5z42"	1965114
"Salmonella enterica subsp. diarizonae serovar Ar 38:1,v:z53,z54"	1965112
Salmonella enterica subsp. diarizonae serovar Ar 28:27-21	1965111
"Salmonella enterica subsp. arizonae serovar Ar 10a10b:17,20"	1965110
"Salmonella enterica subsp. arizonae serovar Ar 1,3:1,3,11"	1965108
Salmonella enterica subsp. salamae serovar Phoenix	1965107
Salmonella enterica subsp. enterica serovar Dahlem	1965104
Salmonella enterica subsp. enterica serovar Berkeley	1965103
Salmonella enterica subsp. salamae serovar Freemantle	1965099
Salmonella enterica subsp. salamae serovar Springs	1965098
"Salmonella enterica subsp. salamae serovar 9,12:mt:e,n,x"	1965097
Salmonella enterica subsp. salamae serovar Westpark	1964838
Salmonella enterica subsp. salamae serovar Lindrick	1964836
Salmonella enterica subsp. salamae serovar Haarlem	1964835
Salmonella enterica subsp. enterica serovar Canoga	1964834
Salmonella enterica subsp. indica serovar Vrindaban	1964833
"Salmonella enterica subsp. indica serovar 41:b:1,7"	1964832
Salmonella enterica subsp. indica serovar Marseille	1964831
Salmonella enterica subsp. houtenae serovar 43:z4:z23	1964828
"Salmonella enterica subsp. houtenae serovar Ar 38:z4,z23"	1964827
"Salmonella enterica subsp. diarizonae serovar Ar 5,29:33-31"	1964826
Salmonella enterica subsp. enterica serovar Birkenhead	1962641
Salmonella enterica subsp. enterica serovar Bristol	1962640
Salmonella enterica subsp. enterica serovar Daytona	1962639
Salmonella enterica subsp. enterica serovar Ealing	1962638
Salmonella enterica subsp. enterica serovar Irumu	1962266
Salmonella enterica subsp. enterica serovar Kimuenza	1954180
Salmonella enterica subsp. enterica serovar Jerusalem	1954179
Salmonella enterica subsp. enterica serovar Durham	1954178
Salmonella enterica subsp. enterica serovar Denver	1954177
Salmonella enterica subsp. houtenae serovar 40gt:-	1925258
Salmonella enterica subsp. enterica serovar Hayindogo	1911681
Salmonella enterica subsp. diarizonae serovar 59:[k]:z35	1911137
Salmonella enterica subsp. diarizonae serovar 38:[k]:-	1911136
"Salmonella enterica subsp. diarizonae serovar 16:z10:e,n,x,z15"	1911135
Salmonella enterica subsp. enterica serovar Widemarsh	1906180
Salmonella enterica subsp. enterica serovar Stratford	1755688
Salmonella enterica subsp. enterica serovar Cremieu	1755687
Salmonella enterica subsp. enterica serovar Hiduddify	1729588
Salmonella enterica subsp. enterica serovar Daarle	1729587
Salmonella enterica subsp. salamae serovar 57:z29:z42	1710356
"Salmonella enterica subsp. enterica serovar 4,5,12:i-"	1697389
Salmonella enterica subsp. enterica serovar Choleraesuis var. Kunzendorf	1630946
Salmonella enterica subsp. enterica serovar Mishmarhaemek	1629955
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	1620419
"Salmonella enterica subsp. enterica serovar 4,12:d:-"	1620418
"Salmonella enterica subsp. enterica serovar 4,5:i:-"	1619252
Salmonella enterica subsp. enterica serovar Vejle	1603037
"Salmonella enterica subsp. enterica serovar 4,12:i:1,2"	1522101
"Salmonella enterica subsp. enterica serovar 4,[5],12:i"	1522100
Salmonella enterica subsp. enterica serovar Agoueve	1505961
Salmonella enterica subsp. enterica serovar Paratyphi B var. L-tartrate +	1487537
Salmonella enterica subsp. enterica serovar Anatum var. 15+	1486045
"Salmonella enterica subsp. enterica serovar 3,19:-:z27"	1486039
"Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12:i:-"	1461749
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810	1454647
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1911	1454646
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059	1454645
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640	1454644
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702	1454643
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-0870	1454642
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587	1454641
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662	1454640
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899	1454639
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898	1454638
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1897	1454637
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896	1454636
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1881	1454635
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880	1454634
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1879	1454633
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1811	1454632
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1809	1454631
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808	1454630
Salmonella enterica subsp. enterica serovar Newport str. CDC 2012K-0663	1454629
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1935	1454628
Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159	1454627
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1933	1454626
Salmonella enterica subsp. enterica serovar Newport str. CDC 2009K-1331	1454625
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1931	1454624
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1930	1454623
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1929	1454622
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1928	1454621
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1927	1454620
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1926	1454619
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1925	1454618
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1924	1454617
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1923	1454616
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1922	1454615
Salmonella enterica subsp. enterica serovar Newport str. CDC 2012K-0938	1454614
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2010K-0257	1454613
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2013K-0218	1454612
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2012K-1544	1454611
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2011K-1674	1454610
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2009K-0792	1454609
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 08-1942	1454608
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 07-0954	1454607
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 86-0391	1454606
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1905	1454605
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1904	1454604
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903	1454603
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1902	1454602
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1913	1454601
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1912	1454600
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1900	1454599
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1901	1454598
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1782	1454597
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781	1454596
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1780	1454595
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766	1454594
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765	1454593
Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532	1454592
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1763	1454591
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1175	1454590
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728	1454589
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677	1454588
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676	1454587
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736	1454586
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735	1454585
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727	1454584
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783	1454583
"Salmonella enterica subsp. arizonae serovar 18:z4,z23:- str. CVM 43482"	1444295
"Salmonella enterica subsp. arizonae serovar 18:z4,z23:- str. CVM 43481"	1444294
"Salmonella enterica subsp. arizonae serovar 18:z4,z23:- str. CVM 43480"	1444293
"Salmonella enterica subsp. arizonae serovar 18:z4,z23:- str. CVM 43479"	1444292
"Salmonella enterica subsp. arizonae serovar 18:z4,z23:- str. CVM 43478"	1444291
Salmonella enterica subsp. enterica serovar Typhi str. STH2370	1443995
Salmonella enterica subsp. enterica serovar Infantis str. CVM N23791	1443276
Salmonella enterica subsp. enterica serovar Infantis str. CVM N42459	1439851
Salmonella enterica subsp. enterica serovar Infantis str. CVM N42236	1439850
Salmonella enterica subsp. enterica serovar Infantis str. CVM N41903	1439849
Salmonella enterica subsp. enterica serovar Infantis str. CVM N38848	1439848
Salmonella enterica subsp. enterica serovar Infantis str. CVM N35518	1439847
Salmonella enterica subsp. enterica serovar Infantis str. CVM N35495PS	1439846
Salmonella enterica subsp. enterica serovar Infantis str. CVM N34868PS	1439845
Salmonella enterica subsp. enterica serovar Infantis str. CVM N32760	1439844
Salmonella enterica subsp. enterica serovar Infantis str. CVM N32599PS	1439843
Salmonella enterica subsp. enterica serovar Infantis str. CVM N32597PS	1439842
Salmonella enterica subsp. enterica serovar Infantis str. CVM N32590PS	1439841
Salmonella enterica subsp. enterica serovar Infantis str. CVM N31594	1439840
Salmonella enterica subsp. enterica serovar Infantis str. CVM N29379	1439839
Salmonella enterica subsp. enterica serovar Infantis str. CVM N23771	1439838
Salmonella enterica subsp. enterica serovar Infantis str. CVM N23532	1439837
Salmonella enterica subsp. enterica serovar Infantis str. CVM N20272	1439836
Salmonella enterica subsp. enterica serovar Infantis str. CVM N20078	1439835
Salmonella enterica subsp. enterica serovar Infantis str. CVM N19983	1439834
Salmonella enterica subsp. enterica serovar Infantis str. CVM N15773	1439833
Salmonella enterica subsp. enterica serovar Infantis str. CVM N15228	1439832
Salmonella enterica subsp. enterica serovar Infantis str. CVM N13139	1439831
Salmonella enterica subsp. enterica serovar Infantis str. CVM 23729	1439830
Salmonella enterica subsp. enterica serovar Infantis str. CVM 23697	1439829
Salmonella enterica subsp. enterica serovar Infantis str. CVM 22582	1439828
Salmonella enterica subsp. enterica serovar Infantis str. CVM 22577	1439827
Salmonella enterica subsp. enterica serovar Infantis str. CVM 17958	1439826
Salmonella enterica subsp. enterica serovar Infantis str. CVM 818	1439825
Salmonella enterica subsp. enterica serovar Infantis str. CVM N26093	1436137
Salmonella enterica subsp. enterica serovar Infantis str. CVM N29304	1436135
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal682	1432048
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal683	1432047
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal644	1432046
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal617	1430439
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal616	1430438
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal615	1430437
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal610	1430436
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal609	1430435
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal676	1430434
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal681	1430433
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal680	1430432
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal679	1430431
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal678	1430430
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal677	1430429
Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal185	1429917
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN002033	1429045
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120969	1412619
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120929	1412618
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120927	1412617
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121689	1412616
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120925	1412615
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120918	1412614
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120917	1412613
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774	1412612
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120773	1412611
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738	1412610
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120734	1412609
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120687	1412608
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120686	1412607
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120597	1412606
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120590	1412605
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120581	1412604
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120580	1412603
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120356	1412602
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120051	1412601
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100325	1412600
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100089	1412599
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100088	1412598
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121180	1412597
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121179	1412596
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121178	1412595
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121177	1412594
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121176	1412593
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121175	1412592
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130348	1412591
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130347	1412590
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130346	1412589
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130345	1412588
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195	1412587
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100100	1412586
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090530	1412585
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100131	1412584
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121969	1412583
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121970	1412582
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121976	1412581
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121986	1412580
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121989	1412579
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121990	1412578
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122022	1412577
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122026	1412576
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122031	1412575
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122033	1412574
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122045	1412573
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111561	1412572
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121812	1412571
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916	1412570
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120994	1412569
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120497	1412568
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111554	1412567
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120555	1412566
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121671	1412565
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120765	1412564
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121746	1412563
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121747	1412562
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121672	1412561
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121748	1412560
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120677	1412559
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120968	1412558
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542	1412557
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120496	1412556
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121765	1412555
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744	1412554
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120697	1412553
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120469	1412552
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121753	1412551
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120722	1412550
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111510	1412549
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120219	1412548
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120229	1412547
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120240	1412546
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120498	1412545
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120505	1412544
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120548	1412543
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120970	1412542
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121750	1412541
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121751	1412540
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111514	1412539
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111515	1412538
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120528	1412537
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120544	1412536
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111576	1412535
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120685	1412534
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120775	1412533
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120776	1412532
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120963	1412531
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121004	1412530
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120200	1412529
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120213	1412528
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121826	1412527
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121825	1412526
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541	1412525
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094079	1412524
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20091739	1412523
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093538	1412522
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090877	1412521
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093543	1412520
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093950	1412519
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094642	1412518
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090419	1412517
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094383	1412516
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094389	1412515
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093421	1412514
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090435	1412513
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093430	1412512
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093788	1412511
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093977	1412510
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093784	1412509
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20092320	1412508
