id,file_pattern,instrument,species,collected_by,collection_date,country,1,2,3,4,5
45EB4B3B-B206-4861-B7AC-CC3369CDE662,45EB4B3B-B206-4861-B7AC-CC3369CDE662,Illumina HiSeq 2000,Listeria monocytogenes,Austria,11/07/2011,Austria,,,,,
09BE7F2E-A0BC-4548-97D1-AB292EA8B0E0,09BE7F2E-A0BC-4548-97D1-AB292EA8B0E0,Illumina NextSeq 550,Listeria monocytogenes,Austria,08/08/2011,Austria,,,,,
6F8101B4-1964-4EE7-939E-29733905F04D,6F8101B4-1964-4EE7-939E-29733905F04D,Illumina HiSeq 2000,Listeria monocytogenes,Austria,22/08/2011,Austria,,,,,
8F87D747-8BCE-4C52-AAD0-6E7EB548BC4C,8F87D747-8BCE-4C52-AAD0-6E7EB548BC4C,Illumina HiSeq 2000,Listeria monocytogenes,Austria,07/10/2011,Austria,,,,,
0FDDBDF7-D9DB-464E-8ABE-D4B2A5799368,0FDDBDF7-D9DB-464E-8ABE-D4B2A5799368,Illumina NextSeq 550,Listeria monocytogenes,Austria,07/10/2011,Austria,,,,,
95CC9D05-1FCB-43F2-AA2E-882F53557F01,95CC9D05-1FCB-43F2-AA2E-882F53557F01,Illumina NextSeq 550,Listeria monocytogenes,Austria,14/10/2011,Austria,,,,,
95495911-C7DB-4799-90FD-A5AB9539AA1C,95495911-C7DB-4799-90FD-A5AB9539AA1C,Illumina HiSeq 2000,Listeria monocytogenes,Austria,25/10/2011,Austria,,,,,
E3A654F5-D1FE-4303-A234-19A9A5548753,E3A654F5-D1FE-4303-A234-19A9A5548753,Illumina NextSeq 550,Listeria monocytogenes,Austria,10/11/2011,Austria,,,,,
642CAEB8-BC89-4919-8ABC-187FEA5CA8AB,642CAEB8-BC89-4919-8ABC-187FEA5CA8AB,Illumina NextSeq 550,Listeria monocytogenes,Austria,15/12/2011,Austria,,,,,
C68720E8-A59F-4795-B0E1-7E3C044F686F,C68720E8-A59F-4795-B0E1-7E3C044F686F,Illumina MiSeq,Listeria monocytogenes,Austria,18/01/2013,Austria,,,,,
C9BDF4AF-141B-4F47-AC73-6E6FF3FF1893,C9BDF4AF-141B-4F47-AC73-6E6FF3FF1893,Illumina MiSeq,Listeria monocytogenes,Austria,31/01/2013,Austria,,,,,
64668ED5-E074-4377-9BAA-3FBDFE188C49,64668ED5-E074-4377-9BAA-3FBDFE188C49,Illumina MiSeq,Listeria monocytogenes,Austria,13/03/2013,Austria,,,,,
31B71572-BA3C-4421-B651-5E936C2C39FC,31B71572-BA3C-4421-B651-5E936C2C39FC,Illumina MiSeq,Listeria monocytogenes,Austria,17/03/2013,Austria,,,,,
D7BE5AA5-64F6-4F31-8783-48CA023794F9,D7BE5AA5-64F6-4F31-8783-48CA023794F9,Illumina MiSeq,Listeria monocytogenes,Austria,04/04/2013,Austria,,,,,
4718EC46-8CBF-4ED8-8A4D-BF80C71D1131,4718EC46-8CBF-4ED8-8A4D-BF80C71D1131,Illumina MiSeq,Listeria monocytogenes,Austria,16/04/2013,Austria,,,,,
67889884-1FFC-400D-9778-0ACB8461AD3B,67889884-1FFC-400D-9778-0ACB8461AD3B,Illumina MiSeq,Listeria monocytogenes,Austria,08/05/2013,Austria,,,,,
8FFAA0BB-EE79-44AA-9800-8773F0E4206B,8FFAA0BB-EE79-44AA-9800-8773F0E4206B,Illumina MiSeq,Listeria monocytogenes,Austria,16/05/2013,Austria,,,,,
3547F1D7-42C6-4D50-906E-8F14E057EC7B,3547F1D7-42C6-4D50-906E-8F14E057EC7B,Illumina MiSeq,Listeria monocytogenes,Austria,22/05/2013,Austria,,,,,
3D99AEDA-E4FA-46C6-9E32-707646538BB4,3D99AEDA-E4FA-46C6-9E32-707646538BB4,Illumina MiSeq,Listeria monocytogenes,Austria,06/06/2013,Austria,,,,,
862E5D84-49AA-4FDB-A6E2-3BEC78E7E737,862E5D84-49AA-4FDB-A6E2-3BEC78E7E737,Illumina MiSeq,Listeria monocytogenes,Austria,12/10/2013,Austria,,,,,
59032E81-EFA4-4594-9BE2-63E06B124B9C,59032E81-EFA4-4594-9BE2-63E06B124B9C,Illumina MiSeq,Listeria monocytogenes,Austria,12/10/2013,Austria,,,,,
8FFF3A8B-4B47-4BE0-B515-7A7C416EC5AB,8FFF3A8B-4B47-4BE0-B515-7A7C416EC5AB,Illumina MiSeq,Listeria monocytogenes,Austria,12/10/2013,Austria,,,,,
59326EA9-0B64-407F-A4CA-8CA6C15FE429,59326EA9-0B64-407F-A4CA-8CA6C15FE429,Illumina NextSeq 550,Listeria monocytogenes,Austria,25/10/2013,Austria,,,,,
399B4AFD-019F-423E-B1D7-E7F400ABA4DD,399B4AFD-019F-423E-B1D7-E7F400ABA4DD,Illumina MiSeq,Listeria monocytogenes,Austria,28/10/2013,Austria,,,,,
D84F8663-1B98-425E-8911-F93D84854E63,D84F8663-1B98-425E-8911-F93D84854E63,Illumina NextSeq 550,Listeria monocytogenes,Austria,22/11/2013,Austria,,,,,
2AE3D543-90AC-4EEB-A16A-5934A8B728A0,2AE3D543-90AC-4EEB-A16A-5934A8B728A0,Illumina MiSeq,Listeria monocytogenes,Austria,03/01/2014,Austria,,,,,
3F7E729F-79A1-4537-A084-F7139515D5EC,3F7E729F-79A1-4537-A084-F7139515D5EC,Illumina MiSeq,Listeria monocytogenes,Austria,29/01/2014,Austria,,,,,
E2C6ECAB-2A46-4BF7-92B2-8FFEDCBB803C,E2C6ECAB-2A46-4BF7-92B2-8FFEDCBB803C,Illumina NextSeq 550,Listeria monocytogenes,Austria,14/03/2014,Austria,,,,,
9B4E454A-4096-4FD1-8726-7C651FE4800D,9B4E454A-4096-4FD1-8726-7C651FE4800D,Illumina NextSeq 550,Listeria monocytogenes,Austria,28/03/2014,Austria,,,,,
50CEF4DC-23AF-4A5B-817C-1B966D6D2531,50CEF4DC-23AF-4A5B-817C-1B966D6D2531,Illumina MiSeq,Listeria monocytogenes,Austria,31/03/2014,Austria,,,,,
CBE56C3B-ACB7-464C-B5F8-9E29A5475ECD,CBE56C3B-ACB7-464C-B5F8-9E29A5475ECD,Illumina MiSeq,Listeria monocytogenes,Austria,30/04/2014,Austria,,,,,
BC7FB72A-DDDF-46BB-876F-20D51669354E,BC7FB72A-DDDF-46BB-876F-20D51669354E,Illumina MiSeq,Listeria monocytogenes,Austria,09/05/2014,Austria,,,,,
5288E47A-8615-4A96-9233-BD24FEA741A9,5288E47A-8615-4A96-9233-BD24FEA741A9,Illumina MiSeq,Listeria monocytogenes,Austria,15/05/2014,Austria,,,,,
D2EF7A6C-1702-4C94-AC43-D8D397CF80A6,D2EF7A6C-1702-4C94-AC43-D8D397CF80A6,Illumina MiSeq,Listeria monocytogenes,Austria,12/06/2014,Austria,,,,,
252B8B9B-3BDF-4A82-BA1F-85CCF44C35E7,252B8B9B-3BDF-4A82-BA1F-85CCF44C35E7,Illumina MiSeq,Listeria monocytogenes,Austria,12/06/2014,Austria,,,,,
DCC6A88B-2B39-4FAA-A2FD-674BCB4D0280,DCC6A88B-2B39-4FAA-A2FD-674BCB4D0280,Illumina MiSeq,Listeria monocytogenes,Austria,12/06/2014,Austria,,,,,
4ABEA595-AD7A-4BDB-AE1F-1ADE2796ED04,4ABEA595-AD7A-4BDB-AE1F-1ADE2796ED04,Illumina MiSeq,Listeria monocytogenes,Austria,23/06/2014,Austria,,,,,
F1F87225-12D4-44D1-AFE0-5DAB4F6F05A3,F1F87225-12D4-44D1-AFE0-5DAB4F6F05A3,Illumina MiSeq,Listeria monocytogenes,Austria,27/06/2014,Austria,,,,,
FFB30397-8C4E-4FA7-8D59-9A9C7B7677E9,FFB30397-8C4E-4FA7-8D59-9A9C7B7677E9,Illumina MiSeq,Listeria monocytogenes,Austria,30/06/2014,Austria,,,,,
64F02804-A584-47A8-B11D-46DB4E60F88F,64F02804-A584-47A8-B11D-46DB4E60F88F,Illumina MiSeq,Listeria monocytogenes,Austria,01/07/2014,Austria,,,,,
860D607B-0952-4E8B-8A78-52CD63068187,860D607B-0952-4E8B-8A78-52CD63068187,Illumina MiSeq,Listeria monocytogenes,Austria,07/07/2014,Austria,,,,,
F1CA38CD-7E23-443A-A8F9-E9E736E65436,F1CA38CD-7E23-443A-A8F9-E9E736E65436,Illumina MiSeq,Listeria monocytogenes,Austria,07/07/2014,Austria,,,,,
A287732B-2011-490C-BEA9-C3A32B42F740,A287732B-2011-490C-BEA9-C3A32B42F740,Illumina MiSeq,Listeria monocytogenes,Austria,15/07/2014,Austria,,,,,
7AABE011-C6D4-4A94-8D7A-D790B187057B,7AABE011-C6D4-4A94-8D7A-D790B187057B,Illumina MiSeq,Listeria monocytogenes,Austria,18/07/2014,Austria,,,,,
1144AB4F-8EA0-4434-BCF8-10B75F1948C2,1144AB4F-8EA0-4434-BCF8-10B75F1948C2,Illumina MiSeq,Listeria monocytogenes,Austria,28/07/2014,Austria,,,,,
9C05F85B-3A86-4AB0-8E0B-A3648EFBD6FB,9C05F85B-3A86-4AB0-8E0B-A3648EFBD6FB,Illumina MiSeq,Listeria monocytogenes,Austria,29/07/2014,Austria,,,,,
393DCC56-58F3-4644-97F6-068F5181DD9C,393DCC56-58F3-4644-97F6-068F5181DD9C,Illumina MiSeq,Listeria monocytogenes,Austria,08/08/2014,Austria,,,,,
EC27B28F-C1EC-4637-BD63-F39063DCC200,EC27B28F-C1EC-4637-BD63-F39063DCC200,Illumina MiSeq,Listeria monocytogenes,Austria,11/08/2014,Austria,,,,,
6C1BF84F-466A-48BD-B840-8EB88034C9D0,6C1BF84F-466A-48BD-B840-8EB88034C9D0,Illumina MiSeq,Listeria monocytogenes,Austria,20/08/2014,Austria,,,,,
53DBA1F6-5921-43AB-BADC-398E91290C12,53DBA1F6-5921-43AB-BADC-398E91290C12,Illumina MiSeq,Listeria monocytogenes,Austria,22/08/2014,Austria,,,,,
546C65FD-572E-413D-847F-6936DAEDE461,546C65FD-572E-413D-847F-6936DAEDE461,Illumina MiSeq,Listeria monocytogenes,Austria,03/09/2014,Austria,,,,,
905DAC44-777A-4235-94CA-C2F5E5CBADDC,905DAC44-777A-4235-94CA-C2F5E5CBADDC,Illumina MiSeq,Listeria monocytogenes,Austria,08/09/2014,Austria,,,,,
64605B7C-62FF-4A00-9CF4-F5B1F871933B,64605B7C-62FF-4A00-9CF4-F5B1F871933B,Illumina MiSeq,Listeria monocytogenes,Austria,22/09/2014,Austria,,,,,
69D71F77-8C9C-4E1C-9DE9-A3BC8E26A466,69D71F77-8C9C-4E1C-9DE9-A3BC8E26A466,Illumina MiSeq,Listeria monocytogenes,Austria,26/09/2014,Austria,,,,,
3F70F42C-C9FC-4194-92B9-151834C12D79,3F70F42C-C9FC-4194-92B9-151834C12D79,Illumina MiSeq,Listeria monocytogenes,Austria,13/10/2014,Austria,,,,,
5FE3F622-A816-4F1E-85DC-0417DC3D9623,5FE3F622-A816-4F1E-85DC-0417DC3D9623,Illumina MiSeq,Listeria monocytogenes,Austria,27/10/2014,Austria,,,,,
0B456E7B-A5C4-481B-AAEC-37929D5A8206,0B456E7B-A5C4-481B-AAEC-37929D5A8206,Illumina MiSeq,Listeria monocytogenes,Austria,28/10/2014,Austria,,,,,
A86C2FFD-98A6-406B-881A-02E6E7B0F0A9,A86C2FFD-98A6-406B-881A-02E6E7B0F0A9,Illumina MiSeq,Listeria monocytogenes,Austria,30/10/2014,Austria,,,,,
D9F5112B-446E-427F-91AB-A75E52FEFB32,D9F5112B-446E-427F-91AB-A75E52FEFB32,Illumina MiSeq,Listeria monocytogenes,Austria,11/11/2014,Austria,,,,,
161999BB-FDDA-4D1E-9FB1-0C26D9753E6D,161999BB-FDDA-4D1E-9FB1-0C26D9753E6D,Illumina MiSeq,Listeria monocytogenes,Austria,25/11/2014,Austria,,,,,
CC71061B-CA2B-4BF1-B339-D6E84A2FF0EC,CC71061B-CA2B-4BF1-B339-D6E84A2FF0EC,Illumina MiSeq,Listeria monocytogenes,Austria,04/12/2014,Austria,,,,,
09766904-02E3-4C65-AF89-8ABE5B765B50,09766904-02E3-4C65-AF89-8ABE5B765B50,Illumina MiSeq,Listeria monocytogenes,Austria,04/12/2014,Austria,,,,,
42C176C3-62B4-451E-A81A-93C8E4BDEDC9,42C176C3-62B4-451E-A81A-93C8E4BDEDC9,Illumina MiSeq,Listeria monocytogenes,Austria,05/12/2014,Austria,,,,,
67E948F7-668B-428C-9FE1-9E8A96CC241C,67E948F7-668B-428C-9FE1-9E8A96CC241C,Illumina MiSeq,Listeria monocytogenes,Austria,10/12/2014,Austria,,,,,
A48844A6-1BB5-4A8E-BB0D-FAA5B5264274,A48844A6-1BB5-4A8E-BB0D-FAA5B5264274,Illumina MiSeq,Listeria monocytogenes,Austria,16/12/2014,Austria,,,,,
4BB96507-2C85-4C5A-95EA-284849E64DB9,4BB96507-2C85-4C5A-95EA-284849E64DB9,Illumina MiSeq,Listeria monocytogenes,Austria,29/12/2014,Austria,,,,,
A66709D5-4B9A-409E-AE88-819816B9D0A4,A66709D5-4B9A-409E-AE88-819816B9D0A4,Illumina MiSeq,Listeria monocytogenes,Austria,30/12/2014,Austria,,,,,
F904B314-F81C-42D5-B02A-B1AC3727D59B,F904B314-F81C-42D5-B02A-B1AC3727D59B,Illumina MiSeq,Listeria monocytogenes,Austria,07/01/2015,Austria,,,,,
5D4CC17C-DE65-4583-A595-A42480965541,5D4CC17C-DE65-4583-A595-A42480965541,Illumina MiSeq,Listeria monocytogenes,Austria,22/01/2015,Austria,,,,,
384570B4-7750-4FD7-8874-29F9AA989A1E,384570B4-7750-4FD7-8874-29F9AA989A1E,Illumina MiSeq,Listeria monocytogenes,Austria,22/01/2015,Austria,,,,,
58A68E0C-3129-4078-8747-3709642E2900,58A68E0C-3129-4078-8747-3709642E2900,Illumina MiSeq,Listeria monocytogenes,Austria,22/01/2015,Austria,,,,,
6C668BFD-ECE7-4E6C-8163-55D66CE78879,6C668BFD-ECE7-4E6C-8163-55D66CE78879,Illumina MiSeq,Listeria monocytogenes,Austria,22/01/2015,Austria,,,,,
608F0E59-1F11-446A-B38C-927C1AAD7F50,608F0E59-1F11-446A-B38C-927C1AAD7F50,Illumina MiSeq,Listeria monocytogenes,Austria,30/01/2015,Austria,,,,,
7B471D71-6B2A-43C3-8CA2-3300A6A4500F,7B471D71-6B2A-43C3-8CA2-3300A6A4500F,Illumina MiSeq,Listeria monocytogenes,Austria,30/01/2015,Austria,,,,,
136748F3-C8BE-490C-8095-5B0EA23C7D85,136748F3-C8BE-490C-8095-5B0EA23C7D85,Illumina MiSeq,Listeria monocytogenes,Austria,20/02/2015,Austria,,,,,
43611BE5-EF2B-420D-8CF0-B668D908CE5A,43611BE5-EF2B-420D-8CF0-B668D908CE5A,Illumina MiSeq,Listeria monocytogenes,Austria,23/02/2015,Austria,,,,,
CD16ACBF-4207-400F-B338-5FA34D8FDA44,CD16ACBF-4207-400F-B338-5FA34D8FDA44,Illumina MiSeq,Listeria monocytogenes,Austria,03/03/2015,Austria,,,,,
8C0289E1-56E1-47A5-BFEB-889D38C7B3A4,8C0289E1-56E1-47A5-BFEB-889D38C7B3A4,Illumina MiSeq,Listeria monocytogenes,Austria,21/04/2015,Austria,,,,,
D0644D89-B59E-4E33-8606-AC7BF4211898,D0644D89-B59E-4E33-8606-AC7BF4211898,Illumina MiSeq,Listeria monocytogenes,Austria,22/04/2015,Austria,,,,,
D8508F9A-1A42-4502-976B-ACC88BD1F57C,D8508F9A-1A42-4502-976B-ACC88BD1F57C,Illumina MiSeq,Listeria monocytogenes,Austria,28/05/2015,Austria,,,,,
E10D5545-6CF7-4125-8AE2-B28DF065BD3D,E10D5545-6CF7-4125-8AE2-B28DF065BD3D,Illumina MiSeq,Listeria monocytogenes,Austria,02/06/2015,Austria,,,,,
837B2062-40F3-4DDE-8CC7-D9C477E4F993,837B2062-40F3-4DDE-8CC7-D9C477E4F993,Illumina MiSeq,Listeria monocytogenes,Austria,08/06/2015,Austria,,,,,
C1FF3D42-F1A0-4233-BE67-CA6893984042,C1FF3D42-F1A0-4233-BE67-CA6893984042,Illumina MiSeq,Listeria monocytogenes,Austria,12/06/2015,Austria,,,,,
37369132-E105-4EA8-9576-64F740F6B136,37369132-E105-4EA8-9576-64F740F6B136,Illumina MiSeq,Listeria monocytogenes,Austria,07/07/2015,Austria,,,,,
567563D5-9450-4ACC-BCF1-C8F54B958E55,567563D5-9450-4ACC-BCF1-C8F54B958E55,Illumina MiSeq,Listeria monocytogenes,Austria,21/07/2015,Austria,,,,,
9BBCE9EB-4B06-48AF-96E7-92C1FF86AE6E,9BBCE9EB-4B06-48AF-96E7-92C1FF86AE6E,Illumina MiSeq,Listeria monocytogenes,Austria,07/08/2015,Austria,,,,,
483A5956-8495-4202-818F-EA8A7C39692E,483A5956-8495-4202-818F-EA8A7C39692E,Illumina MiSeq,Listeria monocytogenes,Austria,17/08/2015,Austria,,,,,
1B3616B7-C033-4796-A7D7-3A34C702A206,1B3616B7-C033-4796-A7D7-3A34C702A206,Illumina MiSeq,Listeria monocytogenes,Austria,25/08/2015,Austria,,,,,
95355497-7474-4A2B-96E6-BAA4A8717443,95355497-7474-4A2B-96E6-BAA4A8717443,Illumina MiSeq,Listeria monocytogenes,Austria,01/09/2015,Austria,,,,,
9905E1DA-7950-4D96-A695-5CEA932CE2E4,9905E1DA-7950-4D96-A695-5CEA932CE2E4,Illumina MiSeq,Listeria monocytogenes,Austria,01/10/2015,Austria,,,,,
A5399BA3-FF72-4763-B1D1-EEE16D13AF75,A5399BA3-FF72-4763-B1D1-EEE16D13AF75,Illumina MiSeq,Listeria monocytogenes,Austria,07/10/2015,Austria,,,,,
350F3BE8-6262-4DA3-8323-30A67358D1A8,350F3BE8-6262-4DA3-8323-30A67358D1A8,Illumina MiSeq,Listeria monocytogenes,Austria,13/10/2015,Austria,,,,,
7B1456F4-F37F-4C4F-A579-D496C4595AC1,7B1456F4-F37F-4C4F-A579-D496C4595AC1,Illumina MiSeq,Listeria monocytogenes,Austria,10/11/2015,Austria,,,,,
E74F40CC-9E23-45C8-A45F-F06D205ECA51,E74F40CC-9E23-45C8-A45F-F06D205ECA51,Illumina MiSeq,Listeria monocytogenes,Austria,11/11/2015,Austria,,,,,
7DCD32E0-1B15-49FB-95A1-9D2ABDB6876F,7DCD32E0-1B15-49FB-95A1-9D2ABDB6876F,Illumina MiSeq,Listeria monocytogenes,Austria,13/11/2015,Austria,,,,,
391F1B63-EA59-4DC8-91B0-F70CF23182B4,391F1B63-EA59-4DC8-91B0-F70CF23182B4,Illumina MiSeq,Listeria monocytogenes,Austria,20/11/2015,Austria,,,,,
8EBC86BE-F39A-43D5-B365-612EF6287538,8EBC86BE-F39A-43D5-B365-612EF6287538,Illumina MiSeq,Listeria monocytogenes,Austria,25/11/2015,Austria,,,,,
A1308EFC-1CA5-4C38-981E-483FD3182E91,A1308EFC-1CA5-4C38-981E-483FD3182E91,Illumina MiSeq,Listeria monocytogenes,Austria,22/12/2015,Austria,,,,,
